GeneralHabitats.GeneralHabitatsSubfield.GeneralHabitatsLookup,GeneralHabitats.GeneralHabitatsSubfield.GeneralHabitatsName,GeneralHabitats.GeneralHabitatsSubfield.majorImportance,GeneralHabitats.GeneralHabitatsSubfield.season,GeneralHabitats.GeneralHabitatsSubfield.suitability,internal_taxon_id
5.7,,,,Marginal,60025
3.5,,Yes,,Suitable,60025
5.6,,,,Marginal,60025
1,,,,Suitable,60025
3.6,,Yes,,Suitable,60025
5.1,,Yes,,Suitable,60025
2.1,,Yes,,Suitable,60025
2.2,,Yes,,Suitable,60025
3.5,,,,Suitable,60030
3.6,,,,Suitable,60030
5.2,,,,Suitable,60030
1.6,,,,Marginal,60030
2.1,,,,Suitable,60030
2.2,,,,Suitable,60030
3.5,,Yes,,Suitable,60030
1,,,,Marginal,60030
3.6,,Yes,,Suitable,60030
5.1,,Yes,,Suitable,60030
2.1,,Yes,,Suitable,60030
2.2,,Yes,,Suitable,60030
5.7,,,,Marginal,60031
3.5,,Yes,,Suitable,60031
3.6,,Yes,,Suitable,60031
5.1,,Yes,,Suitable,60031
1.6,,Yes,,Suitable,60031
5.7,,,,Marginal,60031
5.1,,,,Suitable,60031
3.7,,,,Suitable,60032
5.1,,,,Suitable,60032
1.9,,,,Suitable,60032
3.7,,Yes,,Suitable,60032
5.1,,Yes,,Suitable,60032
1.9,,Yes,,Suitable,60032
3.5,,,,Suitable,60033
3.6,,,,Suitable,60033
5.1,,,,Suitable,60033
1.6,,,,Suitable,60033
2.1,,,,Suitable,60033
2.2,,,,Suitable,60033
5.7,,,,Unknown,60034
5.2,,,,Unknown,60034
5.7,,Yes,,Suitable,60034
5.4,,Yes,,Suitable,60034
2.1,,Yes,,Suitable,60034
2.2,,Yes,,Suitable,60034
5.8,,,,Suitable,60044
5.7,,,,Marginal,60044
3.5,,,,Suitable,60044
5.6,,,,Suitable,60044
5.3,,,,Suitable,60044
5.5,,,,Marginal,60044
5.4,,,,Marginal,60044
3.6,,,,Suitable,60044
5.2,,,,Suitable,60044
5.1,,,,Suitable,60044
1.6,,,,Suitable,60044
5.8,,,,Suitable,60044
5.7,,,,Marginal,60044
5.6,,,,Suitable,60044
3.5,,,,Suitable,60044
5.5,,,,Marginal,60044
5.3,,,,Suitable,60044
5.4,,,,Marginal,60044
3.6,,,,Suitable,60044
5.2,,,,Suitable,60044
5.1,,,,Suitable,60044
1.6,,,,Suitable,60044
5.1,,,,Suitable,60051
1.6,,,,Suitable,60051
5.1,,,,Suitable,60051
1.6,,,,Suitable,60051
3.5,,,,Marginal,60056
3.6,,,,Suitable,60056
5.1,,,,Suitable,60056
1.6,,,,Suitable,60056
3.5,,,,Marginal,60056
3.6,,,,Suitable,60056
5.1,,,,Suitable,60056
1.6,,,,Suitable,60056
5.8,,,,Marginal,60057
5.7,,,,Marginal,60057
3.5,,,,Suitable,60057
3.6,,,,Suitable,60057
5.1,,,,Suitable,60057
1.6,,,,Marginal,60057
2.1,,,,Suitable,60057
2.2,,,,Suitable,60057
5.8,,,,Marginal,60057
5.7,,,,Marginal,60057
3.5,,,,Suitable,60057
3.6,,,,Suitable,60057
5.1,,,,Suitable,60057
1.6,,,,Marginal,60057
2.1,,,,Suitable,60057
2.2,,,,Suitable,60057
5.1,,,,Suitable,60065
1.6,,,,Suitable,60065
3.6,,,,Suitable,60065
5.1,,,,Suitable,60065
1.6,,,,Suitable,60065
5.7,,,,Marginal,60068
3.5,,,,Marginal,60068
3.6,,,,Marginal,60068
5.2,,,,Suitable,60068
5.1,,,,Suitable,60068
1.6,,,,Suitable,60068
5.7,,,,Marginal,60068
3.5,,,,Marginal,60068
3.6,,,,Marginal,60068
5.2,,,,Suitable,60068
5.1,,,,Suitable,60068
1.6,,,,Suitable,60068
3.5,,,,Suitable,60069
3.6,,,,Suitable,60069
5.1,,,,Suitable,60069
1.6,,,,Suitable,60069
3.5,,,,Suitable,60069
3.6,,,,Suitable,60069
5.1,,,,Suitable,60069
1.6,,,,Suitable,60069
5.8,,,,Suitable,60072
5.7,,,,Suitable,60072
5.6,,,,Suitable,60072
5.5,,,,Marginal,60072
5.3,,,,Marginal,60072
5.1,,,,Suitable,60072
5.8,,,,Suitable,60072
5.7,,,,Suitable,60072
5.6,,,,Suitable,60072
5.3,,,,Marginal,60072
5.5,,,,Marginal,60072
5.1,,,,Suitable,60072
5.1,,,,Suitable,63171
5.1,,,,Suitable,63175
5.1,,,,Suitable,63176
5.7,,,,Suitable,63178
5.4,,,,Suitable,63178
5.1,,,,Suitable,63179
5.7,,,,Suitable,63180
5.1,,,,Suitable,63180
5.7,,,,Suitable,63182
5.4,,,,Suitable,63182
3.5,,Yes,,Suitable,63183
5.5,,Yes,,Suitable,63183
5.1,,Yes,,Suitable,63183
15.1,,,,Suitable,63183
15.2,,,,Marginal,63183
2.1,,Yes,,Suitable,63183
2.2,,Yes,,Suitable,63183
5.5,,,,Suitable,63183
5.1,,,,Suitable,63183
15.1,,,,Suitable,63183
15.2,,,,Marginal,63183
5.1,,,,Suitable,63184
5.7,,,,Suitable,63185
5.1,,,,Suitable,63185
5.1,,,,Suitable,63191
1.9,,,,Suitable,63191
5.1,,,,Suitable,63193
1.5,,,,Suitable,63193
5.1,,,,Suitable,63194
1.9,,,,Suitable,63194
5.7,,,,Suitable,63195
5.1,,,,Suitable,63195
5.9,,,,Suitable,63195
5.1,,,,Suitable,63201
1.5,,,,Suitable,63201
1.6,,,,Suitable,63201
5.1,,,,Suitable,63202
5.1,,,,Suitable,63203
5.7,,,,Suitable,63204
5.4,,,,Suitable,63204
1.8,,,,Suitable,63204
5.1,,,,Suitable,63208
5.1,,,,Suitable,63212
5.1,,Yes,,Suitable,63214
2.2,,,,Unknown,63214
5.1,,,,Suitable,63216
5.7,,,,Suitable,63218
5.5,,,,Suitable,63218
5.1,,,,Suitable,63219
5.1,,,,Suitable,6973
1.9,,,,Suitable,6973
5.1,,,,Suitable,6975
5.9,,,,Marginal,59813
5.2,,No,,Suitable,59813
5.1,,Yes,,Suitable,59813
3.5,,No,,Suitable,59813
3.6,,No,,Suitable,59813
1.6,,No,,Suitable,59813
5.9,,,,Marginal,59902
5.8,,,,Suitable,59902
5.7,,,,Marginal,59902
5.6,,,,Suitable,59902
5.3,,,,Suitable,59902
5.2,,,,Suitable,59902
5.1,,,,Suitable,59902
2.1,,,,Suitable,59902
2.2,,,,Suitable,59902
3.5,,,,Suitable,59902
3.6,,,,Suitable,59902
5.8,,,,Marginal,59860
5.7,,,,Marginal,59860
5.3,,,,Suitable,59860
5.2,,,,Suitable,59860
5.1,,,,Suitable,59860
5.9,,,,Suitable,59860
3.5,,,,Suitable,59860
3.6,,,,Suitable,59860
1.5,,,,Suitable,59860
1.6,,,,Suitable,59860
5.9,,No,,Suitable,59952
5.4,,Yes,,Suitable,59952
5.3,,No,,Suitable,59952
5.1,,Yes,,Suitable,59952
15.2,,Yes,,Suitable,59952
5.2,,Yes,,Suitable,59952
5.7,,Yes,,Suitable,59952
5.8,,Yes,,Suitable,59952
5.13,,Yes,,Suitable,59952
1.9,,,,Suitable,59952
3.7,,,,Suitable,59952
5.11,,,,Suitable,59952
1.6,,,,Suitable,59952
5.8,,,,Suitable,59965
5.7,,,,Suitable,59965
5.6,,,,Suitable,59965
5.5,,,,Suitable,59965
5.4,,,,Suitable,59965
5.3,,,,Marginal,59965
5.1,,,,Marginal,59965
5.8,,Yes,,Suitable,59967
5.6,,No,,Suitable,59967
5.4,,Yes,,Suitable,59967
5.2,,,,Marginal,59967
5.7,,Yes,,Suitable,59967
2.1,,,,Suitable,59967
2.2,,,,Suitable,59967
3.5,,,,Suitable,59967
3.6,,,,Suitable,59967
4.6,,,,Suitable,59967
1.6,,,,Suitable,59967
5.9,,Yes,,Suitable,60052
5.8,,Yes,,Suitable,60052
5.7,,Yes,,Suitable,60052
5.6,,Yes,,Suitable,60052
5.5,,Yes,,Suitable,60052
5.4,,No,,Suitable,60052
5.3,,,,Marginal,60052
5.2,,Yes,,Suitable,60052
5.1,,Yes,,Suitable,60052
5.13,,Yes,,Suitable,60052
5.8,,,,Marginal,60053
5.7,,,,Marginal,60053
5.6,,,,Marginal,60053
5.5,,,,Marginal,60053
5.2,,,,Suitable,60053
5.1,,,,Suitable,60053
5.1,,Yes,,Suitable,60062
5.2,,Yes,,Suitable,60062
5.5,,Yes,,Suitable,60062
5.6,,Yes,,Suitable,60062
5.7,,Yes,,Suitable,60062
5.8,,Yes,,Suitable,60062
5.9,,Yes,,Suitable,60062
5.12,,Yes,,Suitable,60062
5.13,,No,,Suitable,60062
1.6,,,,Suitable,60062
5.18,,,,Marginal,60062
2.1,,,,Suitable,60062
2.2,,,,Suitable,60062
3.5,,,,Suitable,60062
3.6,,,,Suitable,60062
5.13,,Yes,,Suitable,60078
5.12,,No,,Suitable,60078
5.9,,Yes,,Suitable,60078
5.2,,Yes,,Suitable,60078
5.1,,Yes,,Suitable,60078
5.8,,Yes,,Suitable,60049
5.7,,Yes,,Suitable,60049
5.6,,,,Marginal,60049
5.5,,No,,Suitable,60049
5.4,,Yes,,Suitable,60049
5.3,,Yes,,Suitable,60049
15.2,,,,Marginal,60049
5.16,,Yes,,Suitable,60037
5.14,,Yes,,Suitable,60037
5.7,,,,Marginal,60037
5.4,,Yes,,Suitable,60037
5.2,,Yes,,Suitable,60037
5.1,,,,Marginal,60037
4.6,,,,Suitable,60037
5.3,,,,Suitable,60037
5.5,,,,Marginal,60037
5.6,,,,Suitable,60037
5.8,,,,Suitable,60037
5.8,,Yes,,Suitable,59811
5.7,,Yes,,Suitable,59811
5.6,,Yes,,Suitable,59811
5.5,,Yes,,Suitable,59811
5.4,,Yes,,Suitable,59811
15.2,,Yes,,Suitable,59811
5.9,,No,,Suitable,59812
5.7,,Yes,,Suitable,59812
5.6,,No,,Suitable,59812
5.5,,Yes,,Suitable,59812
5.2,,No,,Suitable,59812
15.2,,No,,Suitable,59812
15.1,,,,Marginal,59812
5.8,,Yes,,Suitable,59819
5.7,,Yes,,Suitable,59819
5.5,,No,,Suitable,59819
5.4,,Yes,,Suitable,59819
5.3,,Yes,,Marginal,59819
5.2,,Yes,,Suitable,59819
5.1,,Yes,,Suitable,59819
5.9,,,,Marginal,59819
4.5,,Yes,,Suitable,59819
3.6,,Yes,,Suitable,59819
5.6,,,,Marginal,59819
1.6,,,,Marginal,59819
2.1,,Yes,,Suitable,59819
2.2,,Yes,,Suitable,59819
3.5,,Yes,,Suitable,59819
5.12,,No,,Suitable,59828
5.9,,Yes,,Suitable,59828
15.3,,,,Marginal,59828
15.9,,,,Marginal,59828
15.1,,No,,Suitable,59828
15.2,,Yes,,Suitable,59828
15.7,,Yes,,Suitable,59828
5.1,,Yes,,Suitable,59828
5.2,,Yes,,Suitable,59828
5.3,,Yes,,Suitable,59828
5.4,,Yes,,Suitable,59828
5.5,,Yes,,Suitable,59828
5.6,,Yes,,Suitable,59828
5.7,,Yes,,Suitable,59828
5.8,,Yes,,Suitable,59828
5.17,,No,,Suitable,59864
5.1,,No,,Suitable,59864
5.2,,No,,Suitable,59864
5.3,,No,,Suitable,59864
5.4,,Yes,,Suitable,59864
5.5,,No,,Suitable,59864
5.6,,No,,Suitable,59864
5.7,,Yes,,Suitable,59864
5.8,,Yes,,Suitable,59864
5.9,,Yes,,Suitable,59864
5.13,,No,,Suitable,59864
5.14,,No,,Suitable,59864
5.15,,No,,Suitable,59864
5.16,,Yes,,Suitable,59864
1.6,,No,,Suitable,59864
2.2,,No,,Suitable,59864
2.1,,No,,Suitable,59864
3.6,,No,,Suitable,59864
3.5,,No,,Suitable,59864
5.17,,Yes,,Suitable,59897
5.16,,Yes,,Suitable,59897
5.14,,Yes,,Suitable,59897
5.9,,Yes,,Suitable,59897
15.7,,,,Suitable,59897
15.9,,,,Suitable,59897
15.1,,Yes,,Suitable,59897
15.2,,Yes,,Suitable,59897
15.3,,Yes,,Suitable,59897
5.1,,Yes,,Suitable,59897
5.2,,Yes,,Suitable,59897
5.3,,Yes,,Suitable,59897
5.4,,Yes,,Suitable,59897
5.5,,Yes,,Suitable,59897
5.6,,Yes,,Suitable,59897
5.7,,Yes,,Suitable,59897
5.8,,Yes,,Suitable,59897
5.16,,No,,Suitable,167478
5.14,,Yes,,Suitable,167478
5.8,,No,,Suitable,167478
5.7,,No,,Suitable,167478
5.4,,No,,Suitable,167478
13.5,,Yes,,Suitable,167478
13.4,,Yes,,Suitable,167478
5.2,,,,Marginal,167478
5.1,,No,,Suitable,167478
5.5,,No,,Suitable,167478
5.13,,No,,Suitable,167478
5.9,,Yes,,Suitable,59921
5.7,,Yes,,Suitable,59921
5.4,,No,,Suitable,59921
5.3,,No,,Suitable,59921
5.2,,Yes,,Suitable,59921
5.1,,Yes,,Suitable,59921
15.9,,Yes,,Suitable,59921
5.8,,,,Marginal,59921
2.1,,No,,Suitable,59921
2.2,,No,,Suitable,59921
3.5,,No,,Suitable,59921
3.6,,No,,Suitable,59921
1.6,,No,,Suitable,59921
5.6,,No,,Suitable,59921
5.5,,No,,Suitable,59921
5.12,,Yes,,Suitable,59948
5.9,,Yes,,Suitable,59948
5.8,,Yes,,Suitable,59948
5.7,,Yes,,Suitable,59948
5.4,,Yes,,Suitable,59948
5.3,,No,,Suitable,59948
5.2,,No,,Suitable,59948
5.1,,No,,Suitable,59948
2.1,,,,Marginal,59948
2.2,,No,,Suitable,59948
3.5,,No,,Suitable,59948
3.6,,No,,Suitable,59948
1.6,,No,,Suitable,59948
5.16,,No,,Suitable,59954
5.13,,Yes,,Suitable,59954
15.1,,No,,Suitable,59954
15.2,,Yes,,Suitable,59954
15.9,,No,,Suitable,59954
5.1,,Yes,,Suitable,59954
5.2,,Yes,,Suitable,59954
5.3,,No,,Suitable,59954
5.4,,No,,Suitable,59954
5.5,,No,,Suitable,59954
5.6,,No,,Suitable,59954
5.7,,Yes,,Suitable,59954
5.8,,Yes,,Suitable,59954
5.9,,Yes,,Suitable,59954
5.12,,No,,Suitable,59954
3.6,,No,,Suitable,59954
3.5,,No,,Suitable,59954
2.2,,No,,Suitable,59954
2.1,,No,,Suitable,59954
1.6,,No,,Suitable,59954
5.13,,No,,Suitable,59971
5.8,,Yes,,Suitable,59971
5.6,,Yes,,Suitable,59971
5.4,,Yes,,Suitable,59971
5.2,,Yes,,Suitable,59971
5.9,,,,Marginal,59971
5.7,,,,Marginal,59971
5.3,,,,Marginal,59971
5.1,,,,Marginal,59971
4.6,,No,,Suitable,59971
2.1,,No,,Suitable,59971
2.2,,No,,Suitable,59971
3.5,,,,Marginal,59971
3.6,,,,Marginal,59971
5.13,,Yes,,Suitable,59976
5.9,,Yes,,Suitable,59976
5.8,,Yes,,Suitable,59976
5.7,,Yes,,Suitable,59976
5.6,,Yes,,Suitable,59976
5.5,,Yes,,Suitable,59976
5.2,,Yes,,Suitable,59976
5.1,,Yes,,Suitable,59976
2.1,,No,,Suitable,59976
2.2,,No,,Suitable,59976
3.5,,No,,Suitable,59976
3.6,,No,,Suitable,59976
1.6,,No,,Suitable,59976
5.12,,No,,Suitable,60019
5.9,,Yes,,Suitable,60019
5.7,,Yes,,Suitable,60019
5.2,,Yes,,Suitable,60019
5.1,,Yes,,Suitable,60019
2.1,,No,,Suitable,60019
2.2,,No,,Suitable,60019
3.5,,No,,Suitable,60019
3.6,,No,,Suitable,60019
1.6,,No,,Suitable,60019
5.9,,Yes,,Suitable,60022
5.2,,Yes,,Suitable,60022
5.1,,Yes,,Suitable,60022
1.5,,,,Marginal,60022
2.1,,No,,Suitable,60022
2.2,,No,,Suitable,60022
3.5,,No,,Suitable,60022
3.6,,No,,Suitable,60022
5.17,,Yes,,Suitable,60038
5.16,,Yes,,Suitable,60038
5.15,,Yes,,Suitable,60038
5.14,,Yes,,Suitable,60038
5.13,,Yes,,Suitable,60038
5.9,,Yes,,Suitable,60038
5.8,,Yes,,Suitable,60038
15.3,,,,Suitable,60038
15.5,,,,Suitable,60038
15.7,,,,Suitable,60038
15.8,,,,Suitable,60038
15.9,,,,Suitable,60038
15.1,,Yes,,Suitable,60038
15.2,,Yes,,Suitable,60038
5.1,,Yes,,Suitable,60038
5.2,,Yes,,Suitable,60038
5.4,,Yes,,Suitable,60038
5.5,,Yes,,Suitable,60038
5.6,,Yes,,Suitable,60038
5.7,,Yes,,Suitable,60038
5.13,,Yes,,Suitable,60048
5.9,,Yes,,Suitable,60048
5.8,,Yes,,Suitable,60048
5.7,,Yes,,Suitable,60048
5.6,,Yes,,Suitable,60048
5.5,,Yes,,Suitable,60048
5.4,,Yes,,Suitable,60048
5.3,,Yes,,Suitable,60048
5.2,,No,,Suitable,60048
1.6,,No,,Suitable,60048
5.16,,Yes,,Suitable,60050
5.14,,Yes,,Suitable,60050
5.9,,No,,Suitable,60050
5.7,,Yes,,Suitable,60050
5.5,,Yes,,Suitable,60050
5.4,,Yes,,Suitable,60050
5.2,,Yes,,Suitable,60050
3.5,,No,,Suitable,60050
3.6,,No,,Suitable,60050
1.6,,No,,Suitable,60050
5.9,,No,,Suitable,60058
5.2,,Yes,,Suitable,60058
5.1,,Yes,,Suitable,60058
5.8,,,,Marginal,60058
5.7,,,,Marginal,60058
1.6,,,,Marginal,60058
2.1,,No,,Suitable,60058
2.2,,No,,Suitable,60058
3.5,,No,,Suitable,60058
3.6,,No,,Suitable,60058
5.16,,Yes,,Suitable,60073
5.14,,Yes,,Suitable,60073
5.13,,Yes,,Suitable,60073
5.9,,Yes,,Suitable,60073
5.8,,No,,Suitable,60073
5.7,,Yes,,Suitable,60073
5.6,,No,,Suitable,60073
5.5,,Yes,,Suitable,60073
5.2,,Yes,,Suitable,60073
5.1,,Yes,,Suitable,60073
3.6,,No,,Suitable,60073
2.1,,No,,Suitable,60073
2.2,,No,,Suitable,60073
3.5,,No,,Suitable,60073
3.6,,No,,Suitable,59859
3.5,,No,,Suitable,59859
2.2,,No,,Suitable,59859
2.1,,No,,Suitable,59859
5.6,,,,Marginal,59859
5.5,,,,Marginal,59859
15.9,,,,Unknown,59859
15.8,,,,Unknown,59859
15.7,,,,Unknown,59859
15.5,,,,Unknown,59859
15.3,,,,Unknown,59859
15.2,,,,Unknown,59859
15.1,,,,Unknown,59859
5.1,,No,,Suitable,59859
5.2,,No,,Suitable,59859
5.3,,No,,Suitable,59859
5.4,,No,,Suitable,59859
5.7,,No,,Suitable,59859
5.8,,No,,Suitable,59859
5.14,,No,,Suitable,59859
5.15,,No,,Suitable,59859
5.16,,No,,Suitable,59859
5.17,,No,,Suitable,59859
1.5,,No,,Suitable,59859
1.6,,No,,Suitable,59859
5.13,,Yes,,Suitable,59814
5.8,,Yes,,Suitable,59814
5.7,,Yes,,Suitable,59814
5.6,,Yes,,Suitable,59814
5.4,,Yes,,Suitable,59814
2.1,,,,Suitable,59814
2.2,,,,Suitable,59814
1.5,,,,Suitable,59814
1.6,,,,Suitable,59814
3.5,,,,Suitable,59814
3.6,,,,Suitable,59814
1.6,,,,Suitable,59958
5.9,,,,Marginal,59958
5.1,,,,Suitable,59958
15.7,,,,Marginal,59958
