CountryOccurrence.CountryOccurrenceSubfield.CountryOccurrenceLookup,CountryOccurrence.CountryOccurrenceSubfield.CountryOccurrenceName,CountryOccurrence.CountryOccurrenceSubfield.formerlyBred,CountryOccurrence.CountryOccurrenceSubfield.origin,CountryOccurrence.CountryOccurrenceSubfield.presence,CountryOccurrence.CountryOccurrenceSubfield.seasonality,internal_taxon_id
IR,,,Native,Extant,Resident,59897
TW,,,Native,Extant,Resident,167478
JP,,,Native,Extant,Resident,167478
HK,,,Native,Extant,Resident,167478
YEM-SY,,,Native,Extant,Resident,167478
SOC-OO,,,Native,Extant,Resident,167478
YE,,,Native,Extant,Resident,167478
OM,,,Native,Extant,Resident,167478
NAT-OO,,,Native,Extant,Resident,167478
ZA,,,Native,Extant,Resident,167478
SO,,,Native,Extant,Resident,167478
MU,,,Native,Extant,Resident,167478
MG,,,Native,Extant,Resident,167478
VN,,,Native,Extant,Resident,167478
TL,,,Native,Extant,Resident,167478
TH,,,Native,Extant,Resident,167478
LK,,,Native,Extant,Resident,167478
SG,,,Native,Extant,Resident,167478
PH,,,Native,Extant,Resident,167478
BOR-SR,,,Native,Extant,Resident,167478
BOR-SB,,,Native,Extant,Resident,167478
MLY-PM,,,Native,Extant,Resident,167478
MY,,,Native,Extant,Resident,167478
SUM-OO,,,Native,Extant,Resident,167478
SB,,,Native,Extant,Resident,167478
WS,,,Native,Extant,Resident,167478
NWG-PN,,,Native,Extant,Resident,167478
PG,,,Native,Extant,Resident,167478
PW,,,Native,Extant,Resident,167478
MP,,,Native,Extant,Resident,167478
NC,,,Native,Extant,Resident,167478
FM,,,Native,Extant,Resident,167478
WAU-WA,,,Native,Extant,Resident,167478
QLD-QU,,,Native,Extant,Resident,167478
NTA-OO,,,Native,Extant,Resident,167478
NSW-NS,,,Native,Extant,Resident,167478
AU,,,Native,Extant,Resident,167478
IN,,,Native,Extant,Resident,167478
IND-KT,,,Native,Extant,Resident,167478
IND-KE,,,Native,Extant,Resident,167478
IND-OR,,,Native,Extant,Resident,167478
IND-TN,,,Native,Extant,Resident,167478
IND-WB,,,Native,Extant,Resident,167478
ID,,,Native,Extant,Resident,167478
NWG-IJ,,,Native,Extant,Resident,167478
JAW-OO,,,Native,Extant,Resident,167478
LSI-LS,,,Native,Extant,Resident,167478
MOL-OO,,,Native,Extant,Resident,167478
SUL-OO,,,Native,Extant,Resident,167478
YEM-SY,,,Native,Extant,Resident,59921
YEM-NY,,,Native,Extant,Resident,59921
YE,,,Native,Extant,Resident,59921
SA,,,Native,Extant,Resident,59921
OM,,,Native,Extant,Resident,59921
ZW,,,Native,Extant,Resident,59921
ZM,,,Native,Extant,Resident,59921
UG,,,Native,Extant,Resident,59921
TZ,,,Native,Extant,Resident,59921
SZ,,,Native,Extant,Resident,59921
SD,,,Native,Extant,Resident,59921
SS,,,Native,Extant,Resident,59921
CPP-WC,,,Native,Extant,Resident,59921
CPP-NC,,,Native,Extant,Resident,59921
TVL-NW,,,Native,Extant,Resident,59921
TVL-MP,,,Native,Extant,Resident,59921
TVL-NP,,,Native,Extant,Resident,59921
NAT-OO,,,Native,Extant,Resident,59921
TVL-GA,,,Native,Extant,Resident,59921
CD,,,Native,Extant,Resident,59921
BW,,,Native,Extant,Resident,59921
ANG-OO,,,Native,Extant,Resident,59921
AO,,,Native,Extant,Resident,59921
EGY-OO,,,Native,Extant,Resident,59921
EG,,,Native,Extant,Resident,59921
ML,,,Native,Presence Uncertain,Resident,59921
LS,,,Native,Presence Uncertain,Resident,59921
ER,,,Native,Presence Uncertain,Resident,59921
DJ,,,Native,Presence Uncertain,Resident,59921
CF,,,Native,Presence Uncertain,Resident,59921
BI,,,Native,Presence Uncertain,Resident,59921
BJ,,,Native,Presence Uncertain,Resident,59921
ET,,,Native,Extant,Resident,59921
KE,,,Native,Extant,Resident,59921
MW,,,Native,Extant,Resident,59921
MZ,,,Native,Extant,Resident,59921
NA,,,Native,Extant,Resident,59921
CPV-OO,,,Native,Extant,Resident,59921
NAM-OO,,,Native,Extant,Resident,59921
RW,,,Native,Extant,Resident,59921
SO,,,Native,Extant,Resident,59921
ZA,,,Native,Extant,Resident,59921
CPP-EC,,,Native,Extant,Resident,59921
OFS-OO,,,Native,Extant,Resident,59921
YEM-SY,,,Native,Extant,Resident,59948
YE,,,Native,Extant,Resident,59948
MW,,,Native,Extant,Resident,59948
MG,,,Native,Extant,Resident,59948
LR,,,Native,Extant,Resident,59948
LS,,,Native,Extant,Resident,59948
KE,,,Native,Extant,Resident,59948
GW,,,Native,Extant,Resident,59948
GN,,,Native,Extant,Resident,59948
GH,,,Native,Extant,Resident,59948
GA,,,Native,Extant,Resident,59948
ET,,,Native,Extant,Resident,59948
CI,,,Native,Extant,Resident,59948
CD,,,Native,Extant,Resident,59948
BI,,,Native,Presence Uncertain,Resident,59948
CF,,,Native,Presence Uncertain,Resident,59948
DJ,,,Native,Presence Uncertain,Resident,59948
GQ,,,Native,Presence Uncertain,Resident,59948
EQG-OO,,,Native,Presence Uncertain,Resident,59948
SS,,,Native,Presence Uncertain,Resident,59948
AO,,,Native,Extant,Resident,59948
ANG-OO,,,Native,Extant,Resident,59948
BJ,,,Native,Extant,Resident,59948
BW,,,Native,Extant,Resident,59948
BF,,,Native,Extant,Resident,59948
CM,,,Native,Extant,Resident,59948
CG,,,Native,Extant,Resident,59948
ML,,,Native,Extant,Resident,59948
MZ,,,Native,Extant,Resident,59948
NA,,,Native,Extant,Resident,59948
NAM-OO,,,Native,Extant,Resident,59948
NG,,,Native,Extant,Resident,59948
RW,,,Native,Extant,Resident,59948
SN,,,Native,Extant,Resident,59948
SL,,,Native,Extant,Resident,59948
SO,,,Native,Extant,Resident,59948
ZA,,,Native,Extant,Resident,59948
CPP-EC,,,Native,Extant,Resident,59948
OFS-OO,,,Native,Extant,Resident,59948
TVL-GA,,,Native,Extant,Resident,59948
NAT-OO,,,Native,Extant,Resident,59948
TVL-NP,,,Native,Extant,Resident,59948
TVL-MP,,,Native,Extant,Resident,59948
SD,,,Native,Extant,Resident,59948
SZ,,,Native,Extant,Resident,59948
TZ,,,Native,Extant,Resident,59948
TG,,,Native,Extant,Resident,59948
UG,,,Native,Extant,Resident,59948
ZM,,,Native,Extant,Resident,59948
ZW,,,Native,Extant,Resident,59948
JO,,,Native,Extant,Resident,59948
YEM-SY,,,Native,Extant,Resident,59954
SOC-OO,,,Native,Extant,Resident,59954
YEM-NY,,,Native,Extant,Resident,59954
YE,,,Native,Extant,Resident,59954
AE,,,Native,Extant,Resident,59954
TUR-OO,,,Native,Extant,Resident,59954
TR,,,Native,Extant,Resident,59954
SY,,,Native,Extant,Resident,59954
SA,,,Native,Extant,Resident,59954
PS,,,Native,Extant,Resident,59954
OM,,,Native,Extant,Resident,59954
JO,,,Native,Extant,Resident,59954
IL,,,Native,Extant,Resident,59954
ZW,,,Native,Extant,Resident,59954
ZM,,,Native,Extant,Resident,59954
UG,,,Native,Extant,Resident,59954
TG,,,Native,Extant,Resident,59954
TZ,,,Native,Extant,Resident,59954
SZ,,,Native,Extant,Resident,59954
SD,,,Native,Extant,Resident,59954
SS,,,Native,Extant,Resident,59954
CPP-WC,,,Native,Extant,Resident,59954
CPP-NC,,,Native,Extant,Resident,59954
TVL-NW,,,Native,Extant,Resident,59954
TVL-MP,,,Native,Extant,Resident,59954
TVL-NP,,,Native,Extant,Resident,59954
NAT-OO,,,Native,Extant,Resident,59954
TVL-GA,,,Native,Extant,Resident,59954
OFS-OO,,,Native,Extant,Resident,59954
CPP-EC,,,Native,Extant,Resident,59954
ZA,,,Native,Extant,Resident,59954
TD,,,Native,Extant,Resident,59954
CF,,,Native,Extant,Resident,59954
CM,,,Native,Extant,Resident,59954
BI,,,Native,Extant,Resident,59954
BF,,,Native,Extant,Resident,59954
BW,,,Native,Extant,Resident,59954
BJ,,,Native,Extant,Resident,59954
AO,,,Native,Extant,Resident,59954
TN,,,Native,Extant,Resident,59954
MA,,,Native,Extant,Resident,59954
LY,,,Native,Extant,Resident,59954
SIN-OO,,,Native,Extant,Resident,59954
DJ,,,Native,Presence Uncertain,Resident,59954
GN,,,Native,Presence Uncertain,Resident,59954
KRI-OO,,,Origin Uncertain,Extinct Post-1500,,59954
GR,,,Native,Extant,Resident,59954
EAI-OO,,,Native,Extant,Resident,59954
PT,,,Native,Extant,Resident,59954
POR-OO,,,Native,Extant,Resident,59954
ES,,,Native,Extant,Resident,59954
CNY-OO,,,Native,Extant,Resident,59954
SPA-SP,,,Native,Extant,Resident,59954
DZ,,,Native,Extant,Resident,59954
EG,,,Native,Extant,Resident,59954
EGY-OO,,,Native,Extant,Resident,59954
CG,,,Native,Extant,Resident,59954
CD,,,Native,Extant,Resident,59954
CI,,,Native,Extant,Resident,59954
ER,,,Native,Extant,Resident,59954
ET,,,Native,Extant,Resident,59954
GM,,,Native,Extant,Resident,59954
GH,,,Native,Extant,Resident,59954
GW,,,Native,Extant,Resident,59954
KE,,,Native,Extant,Resident,59954
LS,,,Native,Extant,Resident,59954
LR,,,Native,Extant,Resident,59954
MW,,,Native,Extant,Resident,59954
ML,,,Native,Extant,Resident,59954
MR,,,Native,Extant,Resident,59954
MZ,,,Native,Extant,Resident,59954
NA,,,Native,Extant,Resident,59954
CPV-OO,,,Native,Extant,Resident,59954
NAM-OO,,,Native,Extant,Resident,59954
NE,,,Native,Extant,Resident,59954
NG,,,Native,Extant,Resident,59954
RW,,,Native,Extant,Resident,59954
SN,,,Native,Extant,Resident,59954
SL,,,Native,Extant,Resident,59954
SO,,,Native,Extant,Resident,59954
TW,,,Native,Extant,Resident,59971
KR,,,Native,Extant,Resident,59971
BIS-OO,,,Native,Extant,Resident,59971
PG,,,Native,Extant,Resident,59971
PW,,,Native,Extant,Resident,59971
MP,,,Native,Extant,Resident,59971
NC,,,Native,Extant,Resident,59971
PR,,,Native,Extant,Resident,59971
PF,,,Native,Extant,Resident,59971
WAU-WA,,,Native,Extant,Resident,59971
VIC-OO,,,Native,Extant,Resident,59971
SOA-OO,,,Native,Extant,Resident,59971
QLD-QU,,,Native,Extant,Resident,59971
NTA-OO,,,Native,Extant,Resident,59971
NSW-NS,,,Native,Extant,Resident,59971
AU,,,Native,Extant,Resident,59971
MQ,,,Native,Extant,Resident,59971
NCS-DA,,,Native,Extant,Resident,59971
JM,,,Native,Extant,Resident,59971
HT,,,Native,Extant,Resident,59971
GP,,,Native,Extant,Resident,59971
DO,,,Native,Extant,Resident,59971
PM,,,Native,Extant,Resident,59971
CU,,,Native,Extant,Resident,59971
PA,,,Native,Extant,Resident,59971
NI,,,Native,Extant,Resident,59971
MX,,,Native,Extant,Resident,59971
HN,,,Native,Extant,Resident,59971
GT,,,Native,Extant,Resident,59971
SV,,,Native,Extant,Resident,59971
CR,,,Native,Extant,Resident,59971
BZ,,,Native,Extant,Resident,59971
BS,,,Native,Extant,Resident,59971
JP,,,Vagrant,Extant,,59971
YEM-SY,,,Vagrant,Extant,,59971
SOC-OO,,,Vagrant,Extant,,59971
YEM-NY,,,Vagrant,Extant,,59971
YE,,,Vagrant,Extant,,59971
UZ,,,Vagrant,Extant,,59971
AE,,,Vagrant,Extant,,59971
TM,,,Vagrant,Extant,,59971
TUE-OO,,,Vagrant,Extant,,59971
TUR-OO,,,Vagrant,Extant,,59971
TR,,,Vagrant,Extant,,59971
TJ,,,Vagrant,Extant,,59971
SY,,,Vagrant,Extant,,59971
SA,,,Vagrant,Extant,,59971
QA,,,Vagrant,Extant,,59971
PK,,,Vagrant,Extant,,59971
OM,,,Vagrant,Extant,,59971
KUR-OO,,,Vagrant,Extant,,59971
KAM-OO,,,Vagrant,Extant,,59971
NCS-KB,,,Vagrant,Extant,,59971
CTA-OO,,,Vagrant,Extant,,59971
RUC-OO,,,Vagrant,Extant,,59971
RU-CA,,,Vagrant,Extant,,59971
RU-EU,,,Vagrant,Extant,,59971
RU,,,Vagrant,Extant,,59971
US,,,Vagrant,Extant,,59971
CA,,,Vagrant,Extant,,59971
TN,,,Vagrant,Extant,,59971
MA,,,Vagrant,Extant,,59971
LY,,,Native,Presence Uncertain,Resident,59971
EH,,,Native,Presence Uncertain,Resident,59971
BI,,,Native,Presence Uncertain,Resident,59971
DJ,,,Native,Presence Uncertain,Resident,59971
ER,,,Native,Presence Uncertain,Resident,59971
GR,,,Vagrant,Extant,,59971
EAI-OO,,,Vagrant,Extant,,59971
GRC-OO,,,Vagrant,Extant,,59971
ME,,,Vagrant,Extant,,59971
DZ,,,Vagrant,Extant,,59971
EG,,,Vagrant,Extant,,59971
EGY-OO,,,Vagrant,Extant,,59971
SIN-OO,,,Vagrant,Extant,,59971
PRM-OO,,,Vagrant,Extant,,59971
SAK-OO,,,Vagrant,Extant,,59971
NP,,,Vagrant,Extant,,59971
CV,,,Vagrant,Extant,,59971
TD,,,Vagrant,Extant,,59971
ML,,,Vagrant,Extant,,59971
MR,,,Vagrant,Extant,,59971
NE,,,Vagrant,Extant,,59971
SO,,,Vagrant,Extant,,59971
SD,,,Vagrant,Extant,,59971
AF,,,Vagrant,Extant,,59971
AM,,,Vagrant,Extant,,59971
TCS-AR,,,Vagrant,Extant,,59971
AZ,,,Vagrant,Extant,,59971
CY,,,Vagrant,Extant,,59971
GE,,,Vagrant,Extant,,59971
TCS-AB,,,Vagrant,Extant,,59971
IR,,,Vagrant,Extant,,59971
IQ,,,Vagrant,Extant,,59971
IL,,,Vagrant,Extant,,59971
JO,,,Vagrant,Extant,,59971
KZ,,,Vagrant,Extant,,59971
KG,,,Vagrant,Extant,,59971
LB,,,Vagrant,Extant,,59971
NWG-PN,,,Native,Extant,Resident,59971
SB,,,Native,Extant,Resident,59971
VU,,,Native,Extant,Resident,59971
AR,,,Native,Extant,Resident,59971
BO,,,Native,Extant,Resident,59971
BR,,,Native,Extant,Resident,59971
TT,,,Native,Extant,Resident,59971
CL,,,Native,Extant,Resident,59971
CO,,,Native,Extant,Resident,59971
EC,,,Native,Extant,Resident,59971
GF,,,Native,Extant,Resident,59971
GY,,,Native,Extant,Resident,59971
PY,,,Native,Extant,Resident,59971
PE,,,Native,Extant,Resident,59971
SR,,,Native,Extant,Resident,59971
UY,,,Native,Extant,Resident,59971
VE,,,Native,Extant,Resident,59971
BT,,,Native,Extant,Resident,59971
BN,,,Native,Extant,Resident,59971
KH,,,Native,Extant,Resident,59971
IN,,,Native,Extant,Resident,59971
CN,,,Native,Extant,Resident,59971
ID,,,Native,Extant,Resident,59971
JAW-OO,,,Native,Extant,Resident,59971
SUM-OO,,,Native,Extant,Resident,59971
MY,,,Native,Extant,Resident,59971
MM,,,Native,Extant,Resident,59971
PH,,,Native,Extant,Resident,59971
SG,,,Native,Extant,Resident,59971
LK,,,Native,Extant,Resident,59971
TH,,,Native,Extant,Resident,59971
VN,,,Native,Extant,Resident,59971
AO,,,Native,Extant,Resident,59971
ANG-OO,,,Native,Extant,Resident,59971
CAB-OO,,,Native,Extant,Resident,59971
BJ,,,Native,Extant,Resident,59971
BW,,,Native,Extant,Resident,59971
BF,,,Native,Extant,Resident,59971
CM,,,Native,Extant,Resident,59971
CF,,,Native,Extant,Resident,59971
KM,,,Native,Extant,Resident,59971
CG,,,Native,Extant,Resident,59971
CD,,,Native,Extant,Resident,59971
CI,,,Native,Extant,Resident,59971
GQ,,,Native,Extant,Resident,59971
GGI-BI,,,Native,Extant,Resident,59971
EQG-OO,,,Native,Extant,Resident,59971
ET,,,Native,Extant,Resident,59971
GA,,,Native,Extant,Resident,59971
GM,,,Native,Extant,Resident,59971
GH,,,Native,Extant,Resident,59971
GN,,,Native,Extant,Resident,59971
GW,,,Native,Extant,Resident,59971
KE,,,Native,Extant,Resident,59971
LS,,,Native,Extant,Resident,59971
LR,,,Native,Extant,Resident,59971
MG,,,Native,Extant,Resident,59971
MW,,,Native,Extant,Resident,59971
MU,,,Native,Extant,Resident,59971
MAU-OO,,,Native,Extant,Resident,59971
ROD-OO,,,Native,Extant,Resident,59971
YT,,,Native,Extant,Resident,59971
MZ,,,Native,Extant,Resident,59971
NA,,,Native,Extant,Resident,59971
CPV-OO,,,Native,Extant,Resident,59971
NAM-OO,,,Native,Extant,Resident,59971
NG,,,Native,Extant,Resident,59971
RE,,,Native,Extant,Resident,59971
RW,,,Native,Extant,Resident,59971
ST,,,Native,Extant,Resident,59971
GGI-PR,,,Native,Extant,Resident,59971
GGI-ST,,,Native,Extant,Resident,59971
SN,,,Native,Extant,Resident,59971
SC,,,Native,Extant,Resident,59971
ALD-OO,,,Native,Extant,Resident,59971
SEY-OO,,,Native,Extant,Resident,59971
SL,,,Native,Extant,Resident,59971
ZA,,,Native,Extant,Resident,59971
CPP-EC,,,Native,Extant,Resident,59971
OFS-OO,,,Native,Extant,Resident,59971
TVL-GA,,,Native,Extant,Resident,59971
NAT-OO,,,Native,Extant,Resident,59971
TVL-NP,,,Native,Extant,Resident,59971
TVL-MP,,,Native,Extant,Resident,59971
TVL-NW,,,Native,Extant,Resident,59971
CPP-NC,,,Native,Extant,Resident,59971
CPP-WC,,,Native,Extant,Resident,59971
SS,,,Native,Extant,Resident,59971
SZ,,,Native,Extant,Resident,59971
TZ,,,Native,Extant,Resident,59971
TG,,,Native,Extant,Resident,59971
UG,,,Native,Extant,Resident,59971
ZM,,,Native,Extant,Resident,59971
ZW,,,Native,Extant,Resident,59971
HK,,,Native,Extant,Resident,59971
KP,,,Native,Extant,Seasonal Occurrence Uncertain,59971
YEM-SY,,,Native,Extant,Resident,59976
SOC-OO,,,Native,Extant,Resident,59976
YEM-NY,,,Native,Extant,Resident,59976
YE,,,Native,Extant,Resident,59976
AE,,,Native,Extant,Resident,59976
SY,,,Native,Extant,Resident,59976
SA,,,Native,Extant,Resident,59976
PS,,,Native,Extant,Resident,59976
OM,,,Native,Extant,Resident,59976
LB,,,Native,Extant,Resident,59976
JO,,,Native,Extant,Resident,59976
IL,,,Native,Extant,Resident,59976
ZW,,,Native,Extant,Resident,59976
ZM,,,Native,Extant,Resident,59976
UG,,,Native,Extant,Resident,59976
TG,,,Native,Extant,Resident,59976
TZ,,,Native,Extant,Resident,59976
SZ,,,Native,Extant,Resident,59976
SD,,,Native,Extant,Resident,59976
CPP-WC,,,Native,Extant,Resident,59976
CPP-NC,,,Native,Extant,Resident,59976
CF,,,Native,Extant,Resident,59976
CM,,,Native,Extant,Resident,59976
BF,,,Native,Extant,Resident,59976
BW,,,Native,Extant,Resident,59976
BJ,,,Native,Extant,Resident,59976
ANG-OO,,,Native,Extant,Resident,59976
AO,,,Native,Extant,Resident,59976
TN,,,Native,Extant,Resident,59976
MA,,,Native,Extant,Resident,59976
DZ,,,Native,Extant,Resident,59976
ES,,,Native,Extant,Resident,59976
POR-OO,,,Native,Extant,Resident,59976
BI,,,Native,Presence Uncertain,Resident,59976
DJ,,,Native,Presence Uncertain,Resident,59976
GN,,,Native,Presence Uncertain,Resident,59976
NG,,,Native,Presence Uncertain,Resident,59976
RW,,,Native,Presence Uncertain,Resident,59976
SS,,,Native,Presence Uncertain,Resident,59976
FR,,,Origin Uncertain,Extant,,59976
COR-OO,,,Native,Extant,Resident,59976
IT,,,Native,Extant,Resident,59976
ITA-IT,,,Native,Extant,Resident,59976
SAR-OO,,,Native,Extant,Resident,59976
SIC-SI,,,Native,Extant,Resident,59976
PT,,,Native,Extant,Resident,59976
TD,,,Native,Extant,Resident,59976
KM,,,Native,Extant,Resident,59976
CD,,,Native,Extant,Resident,59976
CI,,,Native,Extant,Resident,59976
ER,,,Native,Extant,Resident,59976
ET,,,Native,Extant,Resident,59976
GH,,,Native,Extant,Resident,59976
KE,,,Native,Extant,Resident,59976
LS,,,Native,Extant,Resident,59976
LR,,,Native,Extant,Resident,59976
MW,,,Native,Extant,Resident,59976
ML,,,Native,Extant,Resident,59976
MZ,,,Native,Extant,Resident,59976
NA,,,Native,Extant,Resident,59976
CPV-OO,,,Native,Extant,Resident,59976
NAM-OO,,,Native,Extant,Resident,59976
SL,,,Native,Extant,Resident,59976
SO,,,Native,Extant,Resident,59976
ZA,,,Native,Extant,Resident,59976
CPP-EC,,,Native,Extant,Resident,59976
TVL-GA,,,Native,Extant,Resident,59976
NAT-OO,,,Native,Extant,Resident,59976
TVL-NP,,,Native,Extant,Resident,59976
TVL-MP,,,Native,Extant,Resident,59976
YEM-SY,,,Native,Extant,Resident,60019
YEM-NY,,,Native,Extant,Resident,60019
YE,,,Native,Extant,Resident,60019
SA,,,Native,Extant,Resident,60019
ZW,,,Native,Extant,Resident,60019
GN,,,Native,Extant,Resident,60019
GH,,,Native,Extant,Resident,60019
GM,,,Native,Extant,Resident,60019
GA,,,Native,Extant,Resident,60019
CI,,,Native,Extant,Resident,60019
CD,,,Native,Extant,Resident,60019
CG,,,Native,Extant,Resident,60019
TD,,,Native,Extant,Resident,60019
CF,,,Native,Extant,Resident,60019
CM,,,Native,Extant,Resident,60019
BF,,,Native,Extant,Resident,60019
BW,,,Native,Extant,Resident,60019
BI,,,Native,Presence Uncertain,Resident,60019
GQ,,,Native,Presence Uncertain,Resident,60019
EQG-OO,,,Native,Presence Uncertain,Resident,60019
ER,,,Native,Presence Uncertain,Resident,60019
ET,,,Native,Presence Uncertain,Resident,60019
GW,,,Native,Presence Uncertain,Resident,60019
LR,,,Native,Presence Uncertain,Resident,60019
RW,,,Native,Presence Uncertain,Resident,60019
DZ,,,Native,Extant,Resident,60019
LY,,,Native,Extant,Resident,60019
AO,,,Native,Extant,Resident,60019
ANG-OO,,,Native,Extant,Resident,60019
BJ,,,Native,Extant,Resident,60019
KE,,,Native,Extant,Resident,60019
MW,,,Native,Extant,Resident,60019
ML,,,Native,Extant,Resident,60019
MR,,,Native,Extant,Resident,60019
MZ,,,Native,Extant,Resident,60019
NA,,,Native,Extant,Resident,60019
CPV-OO,,,Native,Extant,Resident,60019
NAM-OO,,,Native,Extant,Resident,60019
NE,,,Native,Extant,Resident,60019
NG,,,Native,Extant,Resident,60019
SN,,,Native,Extant,Resident,60019
SL,,,Native,Extant,Resident,60019
ZA,,,Native,Extant,Resident,60019
OFS-OO,,,Native,Extant,Resident,60019
NAT-OO,,,Native,Extant,Resident,60019
TVL-NP,,,Native,Extant,Resident,60019
TVL-MP,,,Native,Extant,Resident,60019
SS,,,Native,Extant,Resident,60019
SD,,,Native,Extant,Resident,60019
SZ,,,Native,Extant,Resident,60019
TZ,,,Native,Extant,Resident,60019
TG,,,Native,Extant,Resident,60019
UG,,,Native,Extant,Resident,60019
ZM,,,Native,Extant,Resident,60019
YEM-SY,,,Native,Extant,Resident,60022
MZ,,,Native,Extant,Resident,60022
ML,,,Native,Extant,Resident,60022
MW,,,Native,Extant,Resident,60022
KE,,,Native,Extant,Resident,60022
GN,,,Native,Extant,Resident,60022
GH,,,Native,Extant,Resident,60022
ET,,,Native,Extant,Resident,60022
ER,,,Native,Extant,Resident,60022
EQG-OO,,,Native,Extant,Resident,60022
GQ,,,Native,Extant,Resident,60022
CI,,,Native,Extant,Resident,60022
CD,,,Native,Extant,Resident,60022
DJ,,,Native,Presence Uncertain,Resident,60022
LS,,,Native,Presence Uncertain,Resident,60022
LR,,,Native,Presence Uncertain,Resident,60022
SS,,,Native,Presence Uncertain,Resident,60022
AO,,,Native,Extant,Resident,60022
ANG-OO,,,Native,Extant,Resident,60022
BJ,,,Native,Extant,Resident,60022
BW,,,Native,Extant,Resident,60022
BF,,,Native,Extant,Resident,60022
BI,,,Native,Extant,Resident,60022
CM,,,Native,Extant,Resident,60022
CF,,,Native,Extant,Resident,60022
TD,,,Native,Extant,Resident,60022
NA,,,Native,Extant,Resident,60022
NAM-OO,,,Native,Extant,Resident,60022
NG,,,Native,Extant,Resident,60022
RW,,,Native,Extant,Resident,60022
SL,,,Native,Extant,Resident,60022
SO,,,Native,Extant,Resident,60022
ZA,,,Native,Extant,Resident,60022
CPP-EC,,,Native,Extant,Resident,60022
OFS-OO,,,Native,Extant,Resident,60022
TVL-GA,,,Native,Extant,Resident,60022
NAT-OO,,,Native,Extant,Resident,60022
TVL-NP,,,Native,Extant,Resident,60022
TVL-MP,,,Native,Extant,Resident,60022
TVL-NW,,,Native,Extant,Resident,60022
CPP-WC,,,Native,Extant,Resident,60022
SD,,,Native,Extant,Resident,60022
SZ,,,Native,Extant,Resident,60022
TZ,,,Native,Extant,Resident,60022
TG,,,Native,Extant,Resident,60022
UG,,,Native,Extant,Resident,60022
ZM,,,Native,Extant,Resident,60022
ZW,,,Native,Extant,Resident,60022
YE,,,Native,Extant,Resident,60022
YEM-NY,,,Native,Extant,Resident,60022
MN,,,Native,Extant,Resident,60038
YEM-SY,,,Native,Extant,Resident,60038
YEM-NY,,,Native,Extant,Resident,60038
YE,,,Native,Extant,Resident,60038
UZ,,,Native,Extant,Resident,60038
AE,,,Native,Extant,Resident,60038
TM,,,Native,Extant,Resident,60038
TUE-OO,,,Native,Extant,Resident,60038
TUR-OO,,,Native,Extant,Resident,60038
TR,,,Native,Extant,Resident,60038
TJ,,,Native,Extant,Resident,60038
SY,,,Native,Extant,Resident,60038
SA,,,Native,Extant,Resident,60038
QA,,,Native,Extant,Resident,60038
PS,,,Native,Extant,Resident,60038
PK,,,Native,Extant,Resident,60038
OM,,,Native,Extant,Resident,60038
LB,,,Native,Extant,Resident,60038
KG,,,Native,Extant,Resident,60038
KZ,,,Native,Extant,Resident,60038
JO,,,Native,Extant,Resident,60038
IL,,,Native,Extant,Resident,60038
IQ,,,Native,Extant,Resident,60038
IR,,,Native,Extant,Resident,60038
TCS-GR,,,Native,Extant,Resident,60038
TCS-AD,,,Native,Extant,Resident,60038
TCS-AB,,,Native,Extant,Resident,60038
GE,,,Native,Extant,Resident,60038
CY,,,Native,Extant,Resident,60038
AZ,,,Native,Extant,Resident,60038
AM,,,Native,Extant,Resident,60038
AF,,,Native,Extant,Resident,60038
ZW,,,Native,Extant,Resident,60038
ZM,,,Native,Extant,Resident,60038
UG,,,Native,Extant,Resident,60038
SZ,,,Native,Extant,Resident,60038
SD,,,Native,Extant,Resident,60038
CPP-WC,,,Native,Extant,Resident,60038
CPP-NC,,,Native,Extant,Resident,60038
TVL-NW,,,Native,Extant,Resident,60038
TVL-MP,,,Native,Extant,Resident,60038
TVL-NP,,,Native,Extant,Resident,60038
NAT-OO,,,Native,Extant,Resident,60038
TVL-GA,,,Native,Extant,Resident,60038
OFS-OO,,,Native,Extant,Resident,60038
CPP-EC,,,Native,Extant,Resident,60038
ZA,,,Native,Extant,Resident,60038
SO,,,Native,Extant,Resident,60038
SN,,,Native,Extant,Resident,60038
RE,,,Native,Extant,Resident,60038
NE,,,Native,Extant,Resident,60038
NAM-OO,,,Native,Extant,Resident,60038
CPV-OO,,,Native,Extant,Resident,60038
NA,,,Native,Extant,Resident,60038
MZ,,,Native,Extant,Resident,60038
MR,,,Native,Extant,Resident,60038
ML,,,Native,Extant,Resident,60038
MG,,,Native,Extant,Resident,60038
LS,,,Native,Extant,Resident,60038
KE,,,Native,Extant,Resident,60038
GN,,,Native,Extant,Resident,60038
GM,,,Native,Extant,Resident,60038
PL,,,Native,Extant,Resident,60038
NL,,,Native,Extant,Resident,60038
ME,,,Native,Extant,Resident,60038
MC,,,Native,Extant,Resident,60038
MT,,,Native,Extant,Resident,60038
MK,,,Native,Extant,Resident,60038
LU,,,Native,Extant,Resident,60038
LI,,,Native,Extant,Resident,60038
LV,,,Native,Extant,Resident,60038
SIC-SI,,,Native,Extant,Resident,60038
SAR-OO,,,Native,Extant,Resident,60038
ITA-IT,,,Native,Extant,Resident,60038
IT,,,Native,Extant,Resident,60038
HU,,,Native,Extant,Resident,60038
KRI-OO,,,Native,Extant,Resident,60038
GRC-OO,,,Native,Extant,Resident,60038
EAI-OO,,,Native,Extant,Resident,60038
