BiogeographicRealm.realm,ConservationActionsDocumentation.narrative,HabitatDocumentation.narrative,MapStatus.status,PopulationDocumentation.narrative,PopulationTrend.value,RangeDocumentation.narrative,RedListAssessmentDate.value,RedListCriteria.critVersion,RedListCriteria.dataDeficientReason,RedListCriteria.isManual,RedListCriteria.manualCategory,RedListCriteria.manualCriteria,RedListCriteria.possiblyExtinct,RedListCriteria.possiblyExtinctCandidate,RedListCriteria.yearLastSeen,RedListRationale.value,RedListReasonsForChange.catCritChanges,RedListReasonsForChange.changeReasons,RedListReasonsForChange.otherReason,RedListReasonsForChange.timeframe,RedListReasonsForChange.type,System.value,ThreatsDocumentation.value,UseTradeDocumentation.value,internal_taxon_id
Afrotropical,It occurs in several protected areas.,"It is a fossorial species that lives in scrub-covered sandy areas in the succulent karroo biome. It breeds by direct development, and is not associated with water.",Done,It is a locally abundant species.,Unknown,"This species occurs along the Namaqualand coast of South Africa, and in adjacent sandy inland areas, from the Gariep (Orange) River south to the Langebaan area. It is a lowland species.",17/06/2013,3.1,,TRUE,LC,,FALSE,FALSE,,Listed as Least Concern in view of its relatively wide distribution and its presumed large population.,Same category and criteria,,,,No change,Terrestrial,"There is some agricultural expansion in the south of its range, which might be impacting this species.","<p>There are no reports of this species being utilized.<a name=""_GoBack""></a></p>",57717
Afrotropical,It occurs in several protected areas.,"It lives in sandy soils in coastal thickets, including on vegetated dunes, and also inland in a few places in fynbos heathland. It is reasonably adaptable, and survives in some modified habitats. It breeds by direct development, and is not associated with water.",Done,It is a locally abundant species.,Unknown,"This species is endemic to southwestern South Africa. There are two subspecies: <em>Breviceps rosei rosei</em> occurs on the west coast of Western Cape Province, and on Robben Island; <em>Breviceps r. vansoni</em> occurs on the south coast of Western Cape Province. Its Extent of Occurrence is probably less than 20,000 km<sup>2</sup>.",09/07/2013,3.1,,TRUE,LC,,FALSE,FALSE,,"Listed as Least Concern since, although its Extent of Occurrence is probably less than 20,000 km<sup>2</sup>, it is common and adaptable with a presumed large population.",Same category and criteria,,,,No change,Terrestrial,"It is no doubt impacted in some places by coastal development and by the spread of alien vegetation and agriculture. But overall, it is adaptable and is not significantly at risk.","<p>There are no reports of this species being utilized.<a name=""_GoBack""></a></p>",57719
Afrotropical,"It occurs in several protected areas, including Blyde River Canyon Nature Reserve in Mpumalanga.","It is a fossorial species living in forest and adjacent grassland along the eastern escarpment down to coastal bush along the KwaZulu-Natal coast. It also lives in suburban gardens. It breeds by direct development, and is not associated with water.",Done,It is a locally common species.,Unknown,"This species occurs in the eastern plateau slopes of South Africa, Lesotho and Swaziland, from the Nico Malan Pass in Eastern Cape Province, northward through extreme eastern Lesotho, KwaZulu-Natal and Swaziland to the Blyde River Canyon Nature Reserve in Mpumalanga. It ranges from sea level up to 2,000 m asl.",09/07/2013,3.1,,TRUE,LC,,FALSE,FALSE,,"Listed as Least Concern in view of its relatively wide distribution, tolerance of a broad range of habitats and its presumed large population.",Same category and criteria,,,,No change,Terrestrial,"The most significant threat is loss of habitat due to afforestation. But overall, it is not significantly threatened.","<p>There are no reports of this species being utilized.<a name=""_GoBack""></a></p>",57722
Afrotropical,Its range includes a few protected areas.,"It is a species adapted to arid environments, and is closely associated with inselbergs and other rock exposures. It breeds in temporary pools and depressions in rocky arid areas, favouring deep rock pools that keep water for a long time, as the tadpole is a relatively slow developer.",Done,It is a common species in suitable habitat.,Unknown,"This species ranges from southwestern Angola, south through western and southern Namibia to the northern part of the Northern Cape Province, South Africa. It occurs from 600-1,200 m asl.",02/07/2013,3.1,,TRUE,LC,,FALSE,FALSE,,"Listed as Least Concern in view of its relatively wide distribution, its tolerance of arid conditions and its presumed large population.",Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),"There are no major threats to the species at present, although quarries and mines might be localized threats, particularly pollution resulting from mines.",<p>There are no reports of this species being utilized.</p>,57950
Afrotropical,It occurs in many protected areas.,"It is a species of savannah woodland and grassland. It also occurs in agricultural habitats. It breeds in temporary pans and pools, and in flooded grassland and small dams.",Done,It is a common species.,Unknown,"This species ranges from extreme southern Somalia and from Lake Baringo in the Kenyan Rift Valley, south through Tanzania and eastern and southern Democratic Republic of Congo to western Angola, northern Namibia, northern and eastern Botswana, northeastern South Africa and Swaziland. It also occurs on the islands of Zanzibar and Mafia. It occurs from sea level up to at least 50-1,450 m asl.",02/07/2013,3.1,,TRUE,LC,,FALSE,FALSE,,"Listed as Least Concern in view of its very wide distribution, its tolerance of a broad range of habitats and its presumed large population.",Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),It is an adaptable species that is not facing any significant threats. It is well known in the pet trade but this is not currently at a level to constitute a threat to the species.,It is frequently found in the international pet trade.,57951
Afrotropical,Much of its range at high altitudes is in protected areas.,It lives in pockets of forest and dense vegetation in the Drakensberg and the midlands in Kwa-Zulu Natal. It breeds in wet mossy areas in riverine bush and forest near waterfalls and rapids. Clutches of 14-40 eggs are laid in moss and leaf-litter on edges of streams. The eggs develop directly without a larval stage.,Done,"It lives in small, fragmented populations over wide area.",Unknown,"This species is known from KwaZulu-Natal Province and East Griqualand (in Eastern Cape Province), southeastern South Africa. It occurs up to 2,700 m asl.",08/02/2010,3.1,,TRUE,LC,,FALSE,FALSE,,Listed as Least Concern in view of its relatively wide distribution and presumed large population.,Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),"There are no obvious threats, since its habitat is generally well protected.",<p>There are no reports of this species being utilized.</p>,58059
Afrotropical,It occurs in many protected areas.,"It is a species of grasslands (including montane grassland) and dry savannahs, favouring open areas with short vegetation, and is extremely successful in grassy meadows. It breeds in any shallow water body, including vleis, flooded depressions, drainage ditches, puddles, small pools, inundated grasslands and shallow pans, especially where grass is growing. They have been found in large numbers in disused termitaria.",Done,It is extremely common and occurring in almost all suitable habitats throughout its range. It is usually present in high densities.,Unknown,"This species occurs in most of southern Africa, but only in uplands north of the Tropic of Capricorn. Kenyan and Tanzanian populations have now been removed from this species, thought to refer instead to <em>Cacosternum plimptoni</em>. Presumably the populations in&#160;Ethiopia (where it occurs mainly to the east of the Rift Valley, with isolated populations to the west) should also be seperated, but for now they are treated as <em>C. boettgeri</em>. Its presence in Angola has not been confirmed. It occurs up to 2,500 m asl in Ethiopia. Its range might have increased during the last century due to human activity.",08/07/2013,3.1,,TRUE,LC,,FALSE,FALSE,,"Listed as Least Concern in view of its wide distribution, tolerance of a broad range of habitats and its presumed large population.",Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),"It is a supreme generalist, and it adapts extremely well to disturbance.",<p>There are no reports of this species being utilized.</p>,58066
Afrotropical,It occurs in the Richtersveld Contractual National Park and in the Goegap Wildflower Reserve. Its presence in the Namaqualand National Park and Ai-Ais Fish River Canyon Trans-frontier National Park (in Namibia) is unconfirmed but likely.,"It is associated with the distribution of granitic inselbergs in dry shrubland and semi-desert. It probably spends a large proportion of its time aestivating in cracks and under layers of granite. It is only active after suitably large rainfall events. It breeds in any small body of water that can hold water for a sufficiently long period to enable the tadpoles to complete their development, such as pools in rocky streambeds, and eroded ""tanks"" in the granitic bedrock, which have good water holding abilities.",Done,"It appears to occur in fairly large populations, but it is seldom encountered due to the low numbers of days per year that it is active (as a result of the low rainfall), and the poor collecting effort in its range.",Unknown,"This species occurs in the Upland Succulent Karoo biome, from Nuwerus, just north of the low-lying Knersvlakte, in the Northern Cape Province of South Africa, north to the Hunsberg in Namibia. It is absent from a narrow strip along the coast.",08/07/2013,3.1,,TRUE,LC,,FALSE,FALSE,,Listed as Least Concern in view of its relatively wide distribution and presumed large population.,Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),"Some populations are probably being impacted by mining for copper and quarrying for granite. Otherwise, it is probably not facing any threats.",<p>There are no reports of this species being utilized.</p>,58069
Afrotropical,It occurs in many protected areas.,"It inhabits a wide variety of vegetation types, including fynbos heath land, savannah, shrubland, grassland, farmland, plantations, rural grassland, degraded forest and urban areas, occurring in areas of relatively high rainfall. It breeds in vleis and deeper pools in open wooded grassland areas, in thick reed beds, and in dense grassy verges of ponds. Its habitat preferences are generally more restrictive than those of <em>Cacosternum boettgeri</em>. During dry periods, these frogs aestivate below the surface, or under logs and stones, sometimes emerging in large numbers after heavy rain.",Done,"It is one of the most common frogs in its range, and can be heard calling from almost every substantial rut, drainage ditch and puddle in the wet season.",Unknown,"This species ranges from Swellendam in the Western Cape Province in South Africa, east and north to the Tugela River basin in KwaZulu-Natal, and the lowlands of southern Swaziland. It is absent from higher altitudes along the Mpumalanga and Kwa-Zulu Natal escarpment, where it is replaced by its sister-taxon, <em>Cacosternum parvum</em>. It occurs up to at least 1,400 m asl, perhaps higher. Records from Mozambique require clarification (E. Scott pers. comm.).",08/07/2013,3.1,,TRUE,LC,,FALSE,FALSE,,"Listed as Least Concern in view of its wide distribution, tolerance of a broad range of habitats and its presumed large population.",Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),It is an adaptable species and it appears not to be threatened.,<p>There are no reports of this species being utilized.</p>,58070
Afrotropical,"It is present in many protected areas, including the Royal Natal National Park, and the Giant’s Castle and Cathedral Peak Game Reserves.","It appears to occur mainly in high-altitude grassland habitats, but also in pastureland, plantations and montane forest. It breeds in well-vegetated ponds, ditches, marshes, streams and inundated grassland. The males conceal themselves in very dense vegetation, mainly grasses, at the edge of small waterbodies or streams. Its ecology is broadly similar to that of <em>Cacosternum nanum</em>, except that it appears to occur more frequently in anoxic, marshy habitats.",Done,"It is locally abundant where it occurs, and inhabits most suitable habitat within its range.",Unknown,"This species is restricted to high-altitude habitats above 1,200 m asl up to at least 2,100 m asl in South Africa, Lesotho and Swaziland, occurring along the Kwa-Zulu Natal Drakensberg escarpment, the Mpumalanga Escarpment and Wolkberg Arc. It occurs at higher altitudes than the closely related <em>Cacosternum nanum</em>.",08/07/2013,3.1,,TRUE,LC,,FALSE,FALSE,,"Listed as Least Concern in view of its wide distribution, tolerance of a broad range of habitats and its presumed large population.",Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),"It is an adaptable species, and is not considered to be threatened or in immediate need of conservation action.",<p>There are no reports of this species being utilized.</p>,58071
Afrotropical,It occurs in several protected areas.,"It is a species of fynbos heath land, and in the dry season individuals have been found aestivating under stones or logs and amongst the roots of dead reed-like plants in dried up watercourses. It is capable of persisting in highly disturbed urban and agricultural areas. It breeds in ditches, irrigated land, inundated grasslands and small pools (livestock watering holes) and puddles.",Done,"It is locally abundant and present in almost every suitable water body, bar those that are heavily polluted with industrial waste.",Unknown,"This species' distribution is not known with certainty, but it is likely to be the winter rainfall regions west and south of the Cape Fold Mountains, in southwestern Cape Province, South Africa. It is a low altitude species. Its&#160;Extent of Occurrence is probably less than 20,000 km<sup>2</sup>.",08/07/2013,3.1,,TRUE,LC,,FALSE,FALSE,,"Listed as Least Concern since, although its Extent of Occurrence is probably less than 20,000 km<sup>2</sup>, it is common and adaptable with a presumed large population.",Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),"Although the southwestern Cape is under huge pressure from agriculture, urban development, the draining of wetlands and invasive alien plants, it does not appear to be perturbed by such activities, and it readily adopts man-made waterbodies as alternative habitat. Its status should, however, be kept under review because of its small range that is subject to extreme pressures.",<p>There are no reports of this species being utilized.</p>,58072
Afrotropical,"A priority for conservation research is to estimate the population size of adults in subpopulations, as well as determining the cause of direct threats. Obtaining a memorandum of understanding with land owners is also of high priority. It occurs in several protected areas, including Umtamvuna Nature Reserve and Oribi Gorge Nature Reserve. However, additional habitat and waterway protection is required.","It lives in coastal forests and gallery forests, where it is usually found along streams, and does not survive in open areas. It breeds in streams, hanging its eggs above water on branches, and sometimes on rock faces. The larvae fall into the water where they develop.",Done,<p>Little population information is available for this species.&#160;It is considered to be severely fragmented as 50% of individuals are in isolated patches and the distances between subpopulations are considered to be too great for dispersal within one generation.</p>,Decreasing,"This species is restricted to south-eastern South Africa, where it ranges from Dwesa Nature Reserve in the Eastern Cape Province east to southern and central KwaZulu-Natal Province. Its Extent of Ocurrence (EOO) has been estimated as 15,000 km<sup>2</sup>, with an Area of Occupancy of approximately 1% of the EOO (150 km², and declining).&#160;It occurs in 9 locations, all between 50 and 900 m asl.",13/10/2010,3.1,,TRUE,EN,"B2ab(ii,iii)",FALSE,FALSE,,"Listed as Endangered, in view that its area of occupancy is around 150 km<sup>2</sup>, its distribution is severely fragmented, and there is a continuing decline in the extent and quality of its habitat and area of occupancy.",Same category but change in criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),"Much of the forest habitat of this species has been lost to sugar cane cultivation and other agriculture, woodcutting, afforestation and urbanization. It is also threatened by pollution and siltation of streams.",<p>There are no reports of this species being utilized.</p>,58076
Afrotropical,It occurs in many protected areas.,"It is a species of dry and humid savannahs, shrubland, grassland and coastal habitats, and it is adaptable to alteration of its habitats. It breeds in temporary, and sometimes permanent, waterbodies, including puddles, pools, swamps, vleis, roadside ditches, and flooded grassy depressions.",Done,"It is generally a common, sometimes abundant, species, though there have been no recent records from South Africa, which is on the edge of its range.",Unknown,"This species ranges from southern Somalia and Kenya, south to eastern Zimbabwe, Mozambique and northern KwaZulu-Natal Province in South Africa. It occurs on Mafia, Zanzibar and Pemba islands in Tanzania. It is likely to occur in Zambia, but there do not appear to be any confirmed records. Records from Budongo Forest in western Uganda, from Lokichokio in northwestern Kenya and from Ngatana in northeastern Kenya require confirmation, and are not mapped here. It is a low-altitude species.",02/07/2013,3.1,,TRUE,LC,,FALSE,FALSE,,"Listed as Least Concern in view of its wide distribution, its tolerance of a broad range of habitats and its presumed large population.",Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),"It is a very adaptable species that is not facing any significant threats, though it does seem to have declined in the edge of its range in South Africa for reasons that are not clear.",<p>There are no reports of this species being utilized.</p>,58086
Afrotropical,It occurs in many protected areas. Further taxonomic research is needed to clarify the identity of this taxon.,"It lives in open and wooded savannah, less frequently grassland. It survives in agricultural land. It breeds in permanent, semi-permanent and temporary waters, including marshes, vleis and ponds, slow-flowing streams, the edges of small pans and shallow stagnant water amongst emergent vegetation.",Done,It is a widespread and very common species that is found in huge numbers at breeding aggregations.,Unknown,"This species ranges very widely in eastern and southern Africa from northern Tanzania south to eastern South Africa, west to Namibia and Angola. There is an isolated record from Isiolo in Kenya, northeast of mount Kenya. Due to taxonomic uncertainties, the northern limits of the distribution are unclear. The species might extend even as far as Ethiopia and South Sudan. Records of <em>Phrynobatrachus parvulus</em> from Uganda (Kibale Forest (Vonesh 2001), Bwindi Impenetrable Forest (Drewes and Vindum 1994)), and Kampala might refer to this species&#160;(M. Pickersgill pers. comm.).",17/04/2013,3.1,,TRUE,LC,,FALSE,FALSE,,"Listed as Least Concern in view of its very wide distribution, its tolerance of a broad range of habitats and its presumed large population.",Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),It is an adaptable species that is not facing any significant threats.,"<p><span lang=""EN-US"">There are no reports of this species being utilized.</p>",58124
Afrotropical,It occurs in many protected areas.,"It is typically associated with herbaceous vegetation along the margins of shallow marshes, lakes, rivers, streams and pools, both permanent and temporary. It is found in semi-desert scrub, arid and humid savannah, agricultural land, and even at clearings deep within forest. It breeds in temporary ponds and puddles associated with pans, streams or vleis.",Done,It is a widespread and often abundant species.,Stable,"This species ranges very widely in the savannah zone of Africa, from Senegal and Gambia, east to Ethiopia and Eritrea, south to Angola, Namibia, Botswana, South Africa and&#160;Lesotho. It occurs on the island of Zanzibar (Tanzania). There appear to be no records from Burkina Faso and Chad, though it presumably occurs in these countries. It occurs up to 2,200 m asl in Ethiopia.",10/07/2013,3.1,,TRUE,LC,,FALSE,FALSE,,"Listed as Least Concern in view of its very wide distribution, its tolerance of a broad range of habitats and its presumed large population.",Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),It is an adaptable species that is facing only local threats.,There are no reports of this species being utilized.,58128
Afrotropical,Its range includes many protected areas.,"It is a water-dependent species, using both temporary and permanent ponds, and also streams and rivers in the dry season. In West Africa it occurs mainly in the dry savannah and northern humid savannah zones, preferring drier condition to <em>Xenopus laevis</em>. It is found in agricultural and other altered habitats. It seldom occurs in forests. It also prefers hotter conditions compared with <em>X. laevis</em>, and uses muddier waters. It breeds in still water pools.",Done,It is a common species.,Unknown,"This species appears to occur in three separate populations: from eastern Côte d’Ivoire and Burkina Faso eastward across Sudan-Guinea zone to northeastern Democratic Republic of Congo, South Sudan&#160;westwards to Dahomey,&#160;&#160;the Mozambique plain and its fringes northwards from Lake St Lucia in Zululand, Malawi and Zambia lowlands, Okavango area, Tanganyika, Zanzibar and Kenya;&#160;from the Kenyan coast, south to northeastern South Africa, Swaziland, northern Botswana, northeastern Namibia, and southeastern Angola;&#160;and from the Ennedi in northeastern Chad (Poynton 1964). It seems likely that many records from the inland parts of Tanzania currently assigned to this species should in fact be referred to <em>Xenopus borealis</em>, and the distribution maps probably records this species as occurring much too widely in this country. It is mainly a lowland species, but probably occurs up to at least 2,000 m asl.",17/07/2013,3.1,,TRUE,LC,,FALSE,FALSE,,"Listed as Least Concern in view of its very wide distribution, its tolerance of a broad range of habitats and its presumed large population.",Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),There are no major threats to this species.,It is eaten by local people.,58177
Afrotropical,It occurs in many protected areas.,"It is a species of grassland and fynbos heath land. It survives in altered habitats such as pastureland and agricultural land. It breeds in well-vegetated streams, rivers, and in ponds and dams in dry areas.",Done,"It is a common species, with large breeding aggregations.",Stable,"Following a review by Channing and Baptista (2013), this species is considered to be endemic to South Africa but widespread within the country, reaching from the south-western Cape east to Rhodes in the Eastern Cape.",06/07/2013,3.1,,TRUE,LC,,FALSE,FALSE,,"Listed as Least Concern in view of its wide distribution, tolerance of a broad range of habitats and a presumed large population.",,,,,,Terrestrial|Freshwater (=Inland waters),"It is not significantly threatened, it is an adaptable species.","<p><span lang=""EN-US"">There are no reports of this species being utilized.</p>",45331497
Afrotropical,It occurs in many protected areas.,"It is a burrowing species, only seen above ground during the breeding season. It occurs in dry and more humid savannas, and it is absent from pockets of forest and high rocky terrain within its range. It is able to survive in modified habitats. It is an explosive breeder, and is known to breed in large temporary waters and small mud holes with and without vegetation. These are not common habitats, hence its patchy distribution.",Done,"It is common in many parts of its range, although it is often of very patchy occurrence. However, it is generally uncommon in West Africa, with small populations at any one locality.",Unknown,"This species ranges very widely in tropical and subtropical Africa from Senegal and Gambia east to Kenya and south to northern Namibia, northern Botswana, southern Mozambique and northern South Africa. It appears not to have been recorded from Guinea-Bissau, Guinea, Burkina Faso, Niger, Chad, Sudan and South Sudan, but it presumably occurs in these countries and they are therefore not entirely excluded from the species' distribution on the map. It is a low-altitude species, occurring up to 1,200 m asl.",04/07/2013,3.1,,TRUE,LC,,FALSE,FALSE,,"Listed as Least Concern in view of its wide distribution, tolerance of a wide variety of habitats and its presumed large population.",Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),It is an adaptable species that is not facing any significant threats. It is sometimes found in the international pet trade but at levels that do not currently constitute a major threat.,It is occasionally found in the international pet trade.,58296
Afrotropical,It occurs in many protected areas.,"It usually lives in dry savannah, bush land, and grassland, but it has also been found in humid savannah and forest. It can survive in altered habitats. It breeds in temporary and semi-permanent water, pans, vleis, dams, and inundated grassland.",Done,It is a relatively abundant species with large breeding assemblages.,Unknown,"This species ranges from southern Kenya, through Tanzania, to Malawi, Zambia, the Caprivi Strip of Namibia, northern and eastern Botswana, Zimbabwe, Mozambique, northern and northeastern South Africa, and Swaziland. It is presumed to occur in southeastern Angola, and this area is included in the species' distribution on the map, however there do not yet appear to be any records from this country. It occurs at 200-1,200 m asl in South Africa, and might occur higher elsewhere.",05/07/2013,3.1,,TRUE,LC,,FALSE,FALSE,,"Listed as Least Concern in view of its wide distribution, its tolerance of a broad range of habitats and its presumed large population.",Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),"It is an adaptable species that is not facing any significant threats, except in localized situations.",<p>There are no reports of this species being utilized.</p>,58511
Afrotropical,It occurs in many protected areas.,"It lives in savanna, agricultural areas, secondary vegetation with tall herbaceous vegetation, and marshy areas. It does not normally live in forest, but spreads rapidly along roads in forested areas in Central Africa, but not in West Africa. It breeds in puddles, ditches and ruts, preferring very small, temporary waterbodies, and it is not generally found large ponds.",Done,It is a common species.,Stable,"This species ranges very widely in sub-Saharan Africa in the savannah zone surrounding the forest belt, from Senegal and Gambia east to Kenya and south to Angola, northern Botswana, Zimbabwe, northern and eastern South Africa, Swaziland and Mozambique. It has not been recorded from Burkina Faso, Sudan, Rwanda and Burundi, but is possibly present in these countries (J.M. Dehling pers. comm., Oct. 2015), and it might also occur in Niger. It occurs from sea level up to over 2,000m.",20/01/2016,3.1,,TRUE,LC,,FALSE,FALSE,,"Listed as Least Concern in view of its very wide distribution, tolerance of a broad range of habitats, and presumed large population.",Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),It is a very adaptable species that is not facing any significant threats.,"<p><span lang=""EN-US"">This species is utilized as a source of food, and possibly traditional medicine, in Nigeria (Mohneke, 2010).<br/></p>",58516
Afrotropical,It occurs in several protected areas.,"It is a species of moist grassland, savannah and forest, often at higher altitudes. It is an adaptable species that can survive in altered habitats. The Ethiopian locality is in an area of montane grassland and lakeshore habitats. The eggs are laid in shallow grassy, temporary pools.",Done,"It is generally common where it occurs. Its status in Ethiopia is unclear, since there have been no records since 1902.",Unknown,"This species ranges from eastern and northern South Africa, north to Angola, southern Democratic Republic of Congo, Rwanda, Uganda and Kenya, with an apparently isolated population south of Lake Tana, at 1,900 m asl in Ethiopia. It has not been recorded from Burundi, but it is likely to occur in this country and it is included in the species' distribution on the map. Isolated records in Kenya from Katera south of Mount Kenya, and from Nyahururu north of the Aberdare Mountains require confirmation. It occurs mostly in cooler regions, and is generally found above 1,200 m asl in the tropical parts of its range.",11/07/2013,3.1,,TRUE,LC,,FALSE,FALSE,,"Listed as Least Concern in view of its very wide distribution, its tolerance of a broad range of habitats and its presumed large population.",Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),"It is an adaptable species that is not facing any significant threats, except in localized situations.",<p>There are no reports of this species being utilized.</p>,58519
Afrotropical,It occurs in many protected areas.,"It is a species of grasslands and savanna woodlands, including in miombo woodlands. It can survive in altered habitats. The eggs are laid in shallow water, including flooded grassland, temporary pools and seepages.",Done,"It is a common species that can have dense breeding aggregations. However, the isolated South African population is uncommon and sparsely distributed.",Unknown,"This species ranges from Gabon, southern Congo, Angola, the Caprivi Strip of Namibia and northern Botswana east through Zambia, southern Democratic Republic of the Congo, and Malawi, northern Mozambique, Tanzania and southeastern Kenya. Records from Gabon and southern Congo have been assigned here to this species, but they could belong to <span style=""font-style: italic;"">Ptychadena pumilio</span>. The boundary between this species and <span style=""font-style: italic;"">P. pumilio</span> is uncertain (especially in Uganda, from where neither species has been recorded, but both probably occur). Uganda is included in the species' distribution on the map however. There is an apparently isolated population in eastern KwaZulu-Natal (South Africa), possibly also occurring in southern Mozambique.",06/07/2013,3.1,,TRUE,LC,,FALSE,FALSE,,"Listed as Least Concern in view of its wide distribution, its tolerance of a broad range of habitats and its presumed large population.",Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),"It is an adaptable species that is not facing any significant threats, except in localized situations. However, the South African population is losing habitat to commercial agriculture and plantations.",<p>There are no reports of this species being utilized.</p>,58529
Afrotropical,It occurs in many protected areas.,"It is a species of drier savannahs. It is fossorial for most of the year, remaining buried in cocoons. They emerge at the start of the rains, and breed in shallow, temporary waters in pools, pans and ditches. They are active by day during the breeding season. They can tolerate habitat alteration, but not urbanization.",Done,"It is common in many of the southern parts of its range, it has apparently declined in South Africa, especially in Gauteng Province, but it is still locally common in some places. Boycott (2001) declared the species to be extinct in Swaziland. It seems to be very uncommon in the northern parts of its range, with very few confirmed records from Zambia, Malawi, Tanzania and Kenya (though this might in part be due to identification problems).",Decreasing,"This species occurs widely in South Africa, Swaziland, Namibia, Botswana, and Zimbabwe, extending north to southern Angola, Zambia, Malawi, Mozambique, Tanzania, and Kenya. It distribution needs re-examination in light of recent separation of <em>Pyxicephalus edulus</em> from<em> P. adspersus</em>. Many specimens have not been clearly assigned between these two species. It is presumed to occur in southern Democratic Republic of Congo, but there have not been any confirmed records from this country.",08/07/2013,3.1,,TRUE,LC,,FALSE,FALSE,,"Listed as Least Concern because, although it is losing breeding habitat in places due to urbanization, and it is also eaten in parts of its range, it has a wide distribution, is tolerant of a broad range of habitats and has a presumed large population.",Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),"The major threat through most of its range is harvesting of frogs for local consumption, which is believed to be responsible for some population declines. In South Africa, breeding habitat has been lost due to urbanization. This species is sometimes found in the international pet trade but at levels that do not currently constitute a major threat.",It is sometimes found in the international pet trade and is harvested for local consumption.,58535
Afrotropical,Most of its range is within protected areas.,"It inhabits mountain fynbos heath land and it is sometimes found on the margins of forest. It breeds during the winter in shallow, seasonal, well-vegetated marshy areas and seepages in high rainfall areas. The eggs are laid out of water on waterlogged earth. Once they have developed to a certain stage the rains sweep them down to streams where the larvae complete their development.",Done,It is quite a common species.,Unknown,"This species is almost entirely restricted to the mountain ranges of the Western Cape Province of South Africa, extending north as far as Hoogvertoon in the Cederberg, and from the Cape Peninsula east as far as Witelsbos Forest Reserve in the Tsitsikamma Mountains, in the Eastern Cape Province. It occurs up to 1,670 m asl. Its&#160;Extent of Occurrence is probably not much greater than 20,000 km<sup>2</sup>.",08/07/2013,3.1,,TRUE,LC,,FALSE,FALSE,,"Listed as Least Concern since, although its Extent of Occurrence is probably not much greater than 20,000 km<sup>2</sup>, it occurs in an area of extensive, suitable habitat which appears not to be under serious threat and it has a presumed large population.",Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),"The main threats are the spread of invasive alien vegetation, afforestation, fires taking place too frequently, and urban development in certain coastal areas. However, most of its range is in protected areas, and it is not believed to be significantly threatened.",<p>There are no reports of this species being utilized.</p>,58764
Afrotropical,It occurs in many protected areas.,"It occurs in forest, fynbos heath land, thickets, grassland and savannah. The eggs are laid singly in shallow water on the edges of streams or other bodies of water with grassy margins. It can also be found in well-vegetated human-made dams, ponds and irrigation canals. It can tolerate disturbance and has been found in urban gardens and plots, and in dams in forestry plantations.",Done,It is a common species.,Unknown,"This species ranges from southern South Africa along the south and east coast, from Bonnievale in Western Cape Province eastwards through the Eastern Cape Province to coastal KwaZulu-Natal Province, and inland to the borders of Lesotho, and the Drakensberg escarpment of Mpumalanga and Limpopo Provinces and Swaziland, then northwards to Zimbabwe, western Mozambique, and southwestern Zambia. Although the presence of this species is uncertain in Botswana, its distribution on the map does overlap into this area. It also most probably occurs throughout Lesotho but more sampling is required to confirm this. It is sporadically distributed in the high-altitude grasslands of the eastern Free State, Guateng, North West and Limpopo Provinces of South Africa. It occurs from sea level to 1,100 m asl.",08/07/2013,3.1,,TRUE,LC,,FALSE,FALSE,,"Listed as Least Concern in view of its wide distribution, tolerance of a broad range of habitats and its presumed large population.",Same category and criteria,,,,No change,Terrestrial|Freshwater (=Inland waters),"It is an adaptable species that is not facing any significant threats, except in localized situations.",<p>There are no reports of this species being utilized.</p>,58765
